Year DOY  Hr Min  Btot   Bx       By     Bz      V       n
2017 247  9 15    3.96    2.09    2.03    2.50   473.4   4.59
2017 247  9 20    4.39    1.71    2.19    3.13   470.4   4.33
2017 247  9 25    4.47    1.95    3.32    2.01   471.7   4.56
2017 247  9 30    4.84    2.68    3.69    1.14   473.6   4.36
2017 247  9 35    4.99    3.51    3.35   -0.61   474.1   4.41
2017 247  9 40    5.03    4.00    2.65   -1.40   474.5   4.30
2017 247  9 45    5.14    3.65    3.02   -1.96   473.7   4.33
2017 247  9 50    4.85    3.32    3.24   -0.69   473.3   4.39
2017 247  9 55    5.06    2.98    2.12   -3.44   473.8   4.28
2017 247 10  0    5.24    2.97    2.90   -3.09   477.6   4.05
2017 247 10  5    5.60    3.03    3.72   -2.86   476.7   3.73
2017 247 10 10    5.48    2.40    4.30   -2.05 99999.9 999.99
2017 247 10 15    4.68   -0.55    3.31   -0.19   466.7   5.11
2017 247 10 20    5.04   -2.45    1.97    0.59   467.8   5.01
2017 247 10 25    5.64   -3.90    0.30    1.51   470.2   4.74
2017 247 10 30    5.82   -5.13   -0.64    1.94 99999.9 999.99
2017 247 10 35    5.79   -5.19   -1.29    2.14   482.2   4.43
2017 247 10 40    5.68   -5.07   -0.39    2.49   481.6   4.48
2017 247 10 45    5.15   -4.31    0.48    2.72   474.4   4.91
2017 247 10 50    5.43   -4.59    0.11    1.26   468.6   5.32
2017 247 10 55    5.25   -5.14   -0.67   -0.63   481.4   4.45
2017 247 11  0    5.09   -4.98    0.11   -0.75   478.9   4.29
2017 247 11  5    4.49   -3.95    1.62   -0.75   477.7   4.39
2017 247 11 10    4.15   -3.14    2.60   -0.19   476.0   4.53
2017 247 11 15    4.38   -2.22    3.37   -1.15   483.0   4.29
2017 247 11 20    4.45    0.73    4.05   -1.44   493.4   4.05
2017 247 11 25    4.43   -1.18    3.64   -1.95   486.5   4.09
2017 247 11 30    4.17   -1.77    3.70   -0.54   483.4   4.44
2017 247 11 35    4.40   -1.25    4.18   -0.15   473.9   4.96
2017 247 11 40    4.44   -0.88    4.30    0.40   484.2   4.49
2017 247 11 45    4.41   -1.58    4.01    0.47   484.9   4.38
2017 247 11 50    4.66   -3.97    1.78   -1.47   473.1   4.19
2017 247 11 55    4.06   -1.49    3.56   -0.10   477.3   4.27
2017 247 12  0    3.92   -2.37    2.88   -0.16   476.4   4.21
2017 247 12  5    4.07   -3.03    2.31    0.44   467.4   4.36
2017 247 12 10    4.40   -1.94    3.89    0.23   468.0   4.49
2017 247 12 15    4.17   -1.44    3.86   -0.24   469.6   4.64
2017 247 12 20    3.55   -0.85    3.22   -1.13   471.7   4.52
2017 247 12 25    3.02    0.13    2.27   -1.76   473.6   4.72
2017 247 12 30    1.94    0.95    1.29   -0.96   468.1   5.15
2017 247 12 35    2.65    0.43    2.20   -1.33   468.5   4.69
2017 247 12 40    3.12    1.55    1.88   -1.50   471.1   4.60
2017 247 12 45    3.26    2.33    1.79   -1.35   477.3   4.69
2017 247 12 50    2.83    2.05    1.37   -1.34   473.4   4.70
2017 247 12 55    3.40    2.74    1.28   -1.52   475.7   4.58
2017 247 13  0    2.82    0.88    1.93   -1.38   471.8   4.72
2017 247 13  5    2.54   -0.24    2.25   -1.08   467.7   4.89
2017 247 13 10    2.62   -0.60    2.41   -0.82   466.5   4.63
2017 247 13 15    2.91   -0.76    2.60   -1.01   465.7   4.49
2017 247 13 20    3.10   -0.72    2.72   -1.21   468.9   4.79
2017 247 13 25    3.15   -0.74    2.73   -1.35   468.2   4.23
2017 247 13 30    3.02   -1.00    2.49   -0.83   465.9   4.68
2017 247 13 35    3.12   -0.27    2.51   -1.09   468.5   4.84
2017 247 13 40    3.53    0.32    2.87   -1.11   468.1   4.85
2017 247 13 45    3.62    2.32    2.30   -1.54   472.3   4.84
2017 247 13 50    3.52    2.45    2.09   -1.35   472.4   4.88
2017 247 13 55    3.86    2.88    1.36   -2.13   478.0   5.42
2017 247 14  0    3.40    2.86    1.76   -0.42   478.1   5.29
2017 247 14  5    3.58    2.81    2.14   -0.44   479.1   5.19
2017 247 14 10    3.71    2.79    2.23   -0.82   477.0   5.15
2017 247 14 15    4.05    3.54    1.83   -0.55   482.8   5.57
2017 247 14 20    4.02    3.20    2.36   -0.47   481.2   5.71
2017 247 14 25    4.05    3.45    1.97   -0.50   481.6   5.74
2017 247 14 30    3.79    2.66    1.81    1.29   479.6   5.60
2017 247 14 35    3.88    3.55    0.10    0.41   483.3   5.71
2017 247 14 40    3.05    1.39   -0.93    2.28   474.3   5.69
2017 247 14 45    2.85    0.27   -0.97    2.38   470.6   5.62
2017 247 14 50    2.36    0.10   -1.37    1.25   467.8   6.00
2017 247 14 55    2.14   -0.38   -0.71    0.91   456.7   6.11
2017 247 15  0    2.76    0.22    1.82   -0.63   463.3   5.44
2017 247 15  5    3.63   -1.80    3.08   -0.17   458.4   5.08
2017 247 15 10    3.81   -2.32    3.00   -0.14 99999.9 999.99
2017 247 15 15    3.57   -2.13    2.86   -0.11 99999.9 999.99
2017 247 15 20    2.81   -1.57    2.32   -0.19   457.9   5.39
2017 247 15 25    2.96   -1.39    2.31   -0.55   460.8   5.87
2017 247 15 30    3.28   -1.60    2.46   -1.22   458.8   5.91
2017 247 15 35    3.62   -1.74    2.72   -1.03   460.6   6.15
2017 247 15 40    4.56   -1.88    3.73   -1.77   465.5   6.32
2017 247 15 45    4.34   -2.01    3.62   -1.22   462.5   6.06
2017 247 15 50    3.55   -1.38    2.91   -1.30   465.7   6.70
2017 247 15 55    2.61   -0.38    2.32   -0.91   466.7   7.30
2017 247 16  0    4.73   -1.50    3.97   -0.84   471.2   7.75
2017 247 16  5    4.76   -3.42    2.96    0.45   464.5   7.97
2017 247 16 10    4.72   -3.88    2.58    0.04   467.7   7.86
2017 247 16 15    4.28   -1.10    3.74    0.34   471.7   8.16
2017 247 16 20    4.73    2.48    1.94   -2.46   485.4   9.30
2017 247 16 25    5.46    2.62    3.07   -1.93   492.8   9.16
2017 247 16 30    7.55   -5.39    3.98    1.99   456.0   7.51
2017 247 16 35    7.79   -7.01    2.79    1.76   447.2   7.45
2017 247 16 40    7.57   -6.87    2.73    1.37   447.0   7.37
2017 247 16 45    7.72   -6.53    3.99    0.73   445.5   8.26
2017 247 16 50    7.85   -7.17    2.72    0.77   444.6   8.47
2017 247 16 55    8.14   -5.48    5.97   -0.23   459.9   8.47
2017 247 17  0    8.07   -4.17    6.65   -0.14   457.3   7.71
2017 247 17  5    8.15   -3.69    6.84    1.37   457.3   7.71
2017 247 17 10    8.30   -2.85    7.44    0.82   470.0   7.91
2017 247 17 15    8.10   -2.82    6.91   -0.47   467.1   8.32
2017 247 17 20    8.42   -0.67    7.84   -1.27   475.1   7.80
2017 247 17 25    8.59    0.30    8.49   -1.20   486.2   7.95
2017 247 17 30    8.64    0.73    8.48   -1.41   486.0   7.90
2017 247 17 35    8.57    0.31    8.32   -1.88   485.1   7.71
2017 247 17 40    8.42   -0.60    7.80   -3.02   481.8   7.61
2017 247 17 45    8.41   -0.73    7.38   -3.89   475.4   7.60
2017 247 17 50    7.64    1.99    6.65   -2.38   499.2   8.16
2017 247 17 55    7.32    2.57    6.36   -1.92   496.1   8.40
2017 247 18  0    6.32    3.37    4.56   -2.77   498.9   9.35
2017 247 18  5    6.95    4.12    4.58   -1.60   500.3   9.54
2017 247 18 10    6.46    2.23    5.39    0.54   497.5   9.32
2017 247 18 15    6.35    4.28    4.43   -0.97   505.0   9.14
2017 247 18 20    6.09    3.95    4.56   -0.60   508.4   9.32
2017 247 18 25    5.98    3.85    4.48   -0.48   506.0   9.57
2017 247 18 30    6.36    3.12    5.36   -0.58   505.7   9.50
2017 247 18 35    6.63    4.93    3.27   -1.55   510.0  10.06
2017 247 18 40    7.18    4.07    5.64   -1.33   513.5   9.59
2017 247 18 45    7.30    5.13    4.73   -1.83   515.6   9.15
2017 247 18 50    6.07    5.10    2.58   -1.60   514.1  10.10
2017 247 18 55    6.78    5.04    3.91   -2.26   516.8   9.40
2017 247 19  0    6.78    4.62    2.79   -2.97   516.7  10.14
2017 247 19  5    6.12    4.15    3.63   -1.84   514.2  10.07
2017 247 19 10    6.34    4.95    2.87   -2.65   506.2  10.67
2017 247 19 15    8.56    7.18    2.96   -3.59   501.5   9.60
2017 247 19 20    8.58    7.44    2.33   -3.55 99999.9 999.99
2017 247 19 25    5.80    0.09   -4.22    2.02   501.3  11.22
2017 247 19 30    6.53   -3.00   -4.07    4.01   497.2   9.52
2017 247 19 35    7.51   -4.43   -0.20    5.83   492.8   9.43
2017 247 19 40    7.61   -3.58    1.73    5.95   492.3   9.20
2017 247 19 45    6.96   -2.54    5.03    3.73   493.4   9.84
2017 247 19 50    6.49   -2.00    4.99    3.31   491.7  10.11
2017 247 19 55    6.68   -0.43    5.87    1.96   492.5   9.87
2017 247 20  0    7.82   -1.30    2.06    6.38   492.0   9.97
2017 247 20  5    7.37   -2.34   -0.40    6.94   491.7   9.72
2017 247 20 10    6.25   -1.50   -1.60    5.77   493.1   9.87
2017 247 20 15    6.16   -2.12   -4.42    3.17   489.1   9.80
2017 247 20 20    5.93   -2.22    1.69    3.20   492.7  10.09
2017 247 20 25    6.62   -4.13    0.91    4.48   492.1   9.95
2017 247 20 30    7.61   -4.90   -1.42    5.55   496.6   8.94
2017 247 20 35    7.43    0.10    0.78    0.95   502.5   8.95
2017 247 20 40    7.96    5.91    3.75   -3.46   518.2   8.78
2017 247 20 45    7.81    6.24    0.96   -4.26   518.9   8.69
2017 247 20 50    8.07    6.92    0.96   -3.94   511.7   7.85
2017 247 20 55    8.73    3.26    7.50   -1.27   517.6   6.98
2017 247 21  0    9.06    3.84    8.05   -1.54   518.7   6.03
2017 247 21  5    8.89    3.88    7.75   -1.85 99999.9 999.99
2017 247 21 10    8.00    1.56    6.84    0.99 99999.9 999.99
2017 247 21 15    7.86   -0.93    6.72    3.82 99999.9 999.99
2017 247 21 20    7.23    0.62    5.99   -0.66   511.9   5.86
2017 247 21 25    6.30    1.75    5.80   -1.22   511.5   5.49
2017 247 21 30    6.65    1.84    6.17    0.03   511.8   5.33
2017 247 21 35    6.75    1.68    6.49    0.60   511.7   5.19
2017 247 21 40    6.08    0.42    4.69    1.36   511.7   4.91
2017 247 21 45    5.70    0.52   -0.29   -4.84   510.6   5.23
2017 247 21 50    7.28    0.78   -3.62   -5.18   508.9   5.24
2017 247 21 55    7.34    0.19   -4.98   -5.04   509.4   5.20
2017 247 22  0    5.87    0.33   -4.59   -3.03   512.4   6.09
2017 247 22  5    5.51   -0.57   -4.85   -2.50   509.7   6.56
2017 247 22 10    5.13    0.22   -4.86   -0.57   509.3   6.80
2017 247 22 15    6.76    0.86   -5.36   -3.72   511.3   6.41
2017 247 22 20    7.63    1.58   -4.46   -5.56   513.0   5.58
2017 247 22 25    7.70    2.00   -3.08   -5.94   511.5   5.96
2017 247 22 30    8.79    0.43   -6.25   -6.05   513.3   6.66
2017 247 22 35    8.75   -0.57   -7.19   -4.73   507.6   5.58
2017 247 22 40    7.79   -0.37   -6.21   -4.66   512.2   6.30
2017 247 22 45    8.40   -0.12   -6.06   -5.76   511.8   5.91
2017 247 22 50    7.96   -0.18   -1.44   -7.69   511.9   5.93
2017 247 22 55    6.60   -0.07    4.61   -1.95   512.5   6.01
2017 247 23  0    6.89    0.24    5.06   -4.31   515.8   5.60
2017 247 23  5    7.13   -0.74    0.80   -6.92   517.2   4.87
2017 247 23 10    6.24   -1.79   -3.57   -4.38   511.7   5.62
2017 247 23 15    6.39   -1.14   -2.53   -3.47   518.0   5.48
2017 247 23 20    5.22   -1.44   -1.57    0.75   530.0   5.73
2017 247 23 25    5.09   -2.50    1.23   -2.10   529.6   6.15
2017 247 23 30    6.24   -3.12    0.22   -5.39   527.6   6.09
2017 247 23 35    5.46   -1.51    0.45   -4.98   538.2   5.82
2017 247 23 40    6.77   -3.51   -4.89   -2.05   563.6   5.99
2017 247 23 45    6.65   -4.47   -4.59    0.75   569.6   5.37
2017 247 23 50    5.97   -4.62   -3.48    0.60   573.6   5.42
2017 247 23 55    4.32   -3.81   -0.91   -0.10   577.4   5.24
2017 248  0  0    4.06   -3.65   -1.57    0.12   572.0   5.04
2017 248  0  5    5.04   -4.56   -1.80    0.54   575.1   4.74
2017 248  0 10    5.34   -4.56   -1.51    1.69   576.1   4.64
2017 248  0 15    5.76   -4.78   -2.24    2.20   563.7   4.92
2017 248  0 20    5.80   -4.99   -1.89    1.71   564.6   4.85
2017 248  0 25    5.50   -2.35    3.18    0.78   569.8   4.43
2017 248  0 30    5.98   -1.15    5.83   -0.06   576.9   3.95
2017 248  0 35    5.64   -0.81    1.36   -0.06   571.5   3.84
2017 248  0 40    5.81   -0.51   -3.37    4.61   571.3   3.59
2017 248  0 45    5.75   -0.54   -0.08    4.46   572.7   3.66
2017 248  0 50    4.76   -2.92    0.51    2.87   566.3   4.01
2017 248  0 55    6.01   -2.99   -2.26    3.19   560.5   4.37
2017 248  1  0    4.34   -0.64    4.03    0.62   573.1   3.92
2017 248  1  5    3.99   -0.77    3.45    1.34   575.7   3.57
2017 248  1 10    4.08   -1.26    3.58    1.16   578.7   3.59
2017 248  1 15    5.02   -0.35    4.81   -0.03   583.5   3.12
2017 248  1 20    6.09    0.14    5.87    1.32   579.2   3.01
2017 248  1 25    6.51    0.92    6.07   -1.47   583.7   3.15
2017 248  1 30    5.73    1.58    3.66   -4.04   589.3   3.25
2017 248  1 35    5.03    1.94    2.48   -3.06   592.9   3.50
2017 248  1 40    3.37    0.90   -1.10   -2.77   604.4   3.22
2017 248  1 45    3.43   -0.82   -1.22   -0.17   608.8   2.91
2017 248  1 50    2.96   -2.56   -1.28    0.56   601.6   2.96
2017 248  1 55    3.16   -2.30   -1.40   -1.21   602.1   2.87
2017 248  2  0    2.92   -1.54   -0.63   -2.25   606.6   2.87
2017 248  2  5    3.20   -2.22   -0.48   -1.92   605.2   2.85
2017 248  2 10    3.24   -2.57   -0.79   -1.17   602.9   2.82
2017 248  2 15    3.18   -2.48   -1.27   -1.02   606.9   2.83
2017 248  2 20    3.14   -2.70   -1.31   -0.42   599.8   2.87
2017 248  2 25    3.22   -2.67   -1.19   -0.49   597.8   2.79
2017 248  2 30    3.57   -2.94   -0.08   -1.52   603.9   2.75
2017 248  2 35    3.40   -3.11    0.34    0.86   601.3   2.80
2017 248  2 40    3.11   -2.97   -0.05   -0.19   599.2   2.76
2017 248  2 45    3.26   -2.99   -0.36    0.82   596.7   2.75
2017 248  2 50    3.32   -3.03   -0.83    1.01   596.0   2.61
2017 248  2 55    3.13   -2.93   -0.85    0.11   594.8   2.71
2017 248  3  0    3.42   -2.67   -1.83    1.01   598.1   2.76
2017 248  3  5    3.35   -2.65   -1.34    1.49   596.9   2.66
2017 248  3 10    2.85   -1.78   -1.66    1.40   597.4   2.73
2017 248  3 15    3.14   -2.11   -1.52    1.69   594.2   2.67
2017 248  3 20    3.27   -2.41   -1.64    1.35   590.1   2.64
2017 248  3 25    3.37   -2.64   -1.56    1.33   588.7   2.71
2017 248  3 30    3.41   -2.57   -1.31    1.74   586.9   2.62
2017 248  3 35    3.56   -3.08   -1.17    1.20   582.2   2.72
2017 248  3 40    3.66   -3.17   -0.59    1.65   580.0   2.62
2017 248  3 45    3.68   -3.24   -0.81    1.44   580.2   2.62
2017 248  3 50    3.59   -3.03   -0.49    1.54   581.7   2.66
2017 248  3 55    3.48   -2.97   -0.57    1.30   579.0   2.64
2017 248  4  0    3.56   -3.22    0.52    1.18   574.5   2.58
2017 248  4  5    3.55   -2.83    1.06    1.64   577.1   2.55
2017 248  4 10    3.44   -3.00    0.67    1.45   578.1   2.66
2017 248  4 15    3.44   -3.00    0.48    1.51   578.3   2.72
2017 248  4 20    3.11   -1.44    2.03    0.62   590.3   2.60
2017 248  4 25    2.47   -1.59    1.75    0.59   584.2   2.49
2017 248  4 30    2.87   -2.50    0.97    0.78   583.4   2.82
2017 248  4 35    2.67   -2.19    0.59   -0.57   583.9   2.74
2017 248  4 40    3.02   -2.79    0.76   -0.54   581.7   2.91
2017 248  4 45    2.79   -2.46    0.68   -0.96   580.9   2.93
2017 248  4 50    2.74   -1.76    0.89   -1.77   582.4   2.93
2017 248  4 55    2.90   -1.69    1.09   -1.94   582.6   2.97
2017 248  5  0    2.79   -1.68    1.57   -1.38   581.9   2.98
2017 248  5  5    2.99   -1.45    2.45   -0.35   581.5   2.93
2017 248  5 10    2.16   -0.58   -0.74    1.39   583.5   2.99
2017 248  5 15    2.80   -0.91   -1.70    1.97   582.3   3.01
2017 248  5 20    3.16   -2.03   -1.07    2.05   577.6   2.92
2017 248  5 25    2.92   -2.06   -0.65    1.77   577.5   3.02
2017 248  5 30    2.96   -2.64    0.72    1.09   575.4   3.07
2017 248  5 35    2.82   -2.35    0.73    1.27   576.7   3.01
2017 248  5 40    2.84   -1.99    0.97    1.54   574.3   2.98
2017 248  5 45    3.07   -0.64    2.07    1.52   573.2   2.90
2017 248  5 50    2.87   -0.59    1.66    1.65   574.0   2.93
2017 248  5 55    2.52   -0.92    1.24    0.95   574.6   2.98
2017 248  6  0    2.72    0.49    1.42    1.63   570.6   3.22
2017 248  6  5    3.46    1.64    2.40    1.16   572.9   3.30
2017 248  6 10    3.52    2.34    1.84    1.56   574.9   3.00
2017 248  6 15    4.12    3.55    1.66    1.18   575.2   3.06
2017 248  6 20    3.60    0.93    2.95   -1.35   570.3   3.38
2017 248  6 25    2.18    1.27    1.27   -0.95   567.9   3.28
2017 248  6 30    4.03    2.48    2.12   -0.84   568.4   3.22
2017 248  6 35    3.39    0.65    2.21   -2.40   568.1   2.97
2017 248  6 40    3.03    1.63    1.84   -1.72   570.2   3.16
2017 248  6 45    3.42    2.02    1.65   -2.11   569.8   2.96
2017 248  6 50    3.76    3.15    1.05   -1.70   575.1   2.96
2017 248  6 55    4.24    3.44    0.82   -2.31   576.3   2.78
2017 248  7  0    3.50    2.65    0.67   -1.33   567.5   2.75
2017 248  7  5    3.21   -1.75    1.48    1.51   551.5   2.75
2017 248  7 10    3.45   -2.58    1.06    2.01   544.8   2.67
2017 248  7 15    3.24   -2.24    1.40    1.75   534.2   2.84
2017 248  7 20    3.06   -2.38    0.40    1.30   544.3   2.75
2017 248  7 25    3.11   -2.75    0.17    0.89   550.2   2.73
2017 248  7 30    3.12   -2.74   -0.01    1.07   550.8   2.68
2017 248  7 35    3.07   -2.48    0.26    1.47   545.4   2.74
2017 248  7 40    3.06   -2.67    0.27    1.43   546.7   2.49
2017 248  7 45    3.15   -3.09   -0.14   -0.48   544.3   2.68
2017 248  7 50    3.28   -3.22   -0.22    0.14   546.0   2.57
2017 248  7 55    3.04   -2.91   -0.46    0.63   542.5   2.69
2017 248  8  0    3.17   -3.07   -0.11    0.76   545.1   2.54
2017 248  8  5    3.24   -2.98    0.02    1.16   541.5   2.60
2017 248  8 10    3.25   -2.94    0.20    1.34   540.2   2.59
2017 248  8 15    3.13   -2.53   -0.04    1.69   541.7   2.53
2017 248  8 20    3.12   -2.45   -0.23    1.78   540.8   2.37
2017 248  8 25    3.35   -1.75    0.09    2.37   540.5   2.51
2017 248  8 30    3.59   -1.16    0.05    3.33   542.7   2.24
2017 248  8 35    3.76   -2.11    0.04    3.08   543.1   2.19
2017 248  8 40    3.84   -2.91    0.18    2.42   542.2   2.26
2017 248  8 45    3.97   -3.45    0.59    1.77   540.7   2.39
2017 248  8 50    3.83   -3.79    0.07   -0.09   542.5   2.53
2017 248  8 55    3.68   -3.51    0.88   -0.58   540.2   2.67
2017 248  9  0    3.55   -3.24    1.38   -0.19   542.4   2.54
2017 248  9  5    3.65   -3.14    1.58    0.79   540.3   2.51
2017 248  9 10    3.33   -2.38    2.10    0.40   540.1   2.35
2017 248  9 15    2.73   -0.96    2.07    0.37   543.2   2.33
2017 248  9 20    2.72   -0.55    2.33   -0.03   543.2   2.35
2017 248  9 25    2.87   -0.11    2.47    0.80   546.3   2.29
2017 248  9 30    2.98   -0.37    2.16    1.02   544.6   2.17
2017 248  9 35    3.12   -0.41    1.77    2.31   546.2   2.03
2017 248  9 40    3.34   -1.65    0.94    2.64 99999.9 999.99
2017 248  9 45    3.00   -1.60    0.15    2.50 99999.9 999.99
2017 248  9 50    3.38   -1.83    1.05    2.63 99999.9 999.99
2017 248  9 55    3.25   -0.82    0.67    2.88   547.3   2.08
2017 248 10  0    3.21   -0.75    0.57    2.94   540.0   1.95
2017 248 10  5    3.17   -0.50    1.03    2.86   545.4   2.03
2017 248 10 10    3.11   -0.08    1.32    2.81   544.9   2.00
2017 248 10 15    3.15   -0.21    1.45    2.76   540.6   1.93
2017 248 10 20    3.20    0.22    1.13    2.95   541.9   2.05
2017 248 10 25    2.88   -1.16    1.76    1.56   531.5   2.04
2017 248 10 30    2.94   -1.07    1.82    1.60   531.2   1.98
2017 248 10 35    2.96   -1.21    2.64    0.45   528.9   1.94
2017 248 10 40    2.91   -0.88    2.33   -1.35   530.0   2.12
2017 248 10 45    3.10   -1.17    2.18   -1.63   534.9   2.29
2017 248 10 50    3.01   -1.34    2.40   -1.09   527.0   2.24
2017 248 10 55    3.22   -1.26    2.77   -0.42   524.0   2.24
2017 248 11  0    3.60   -1.50    3.02    1.15 99999.9 999.99
2017 248 11  5    3.57   -1.46    2.91    1.21 99999.9 999.99
2017 248 11 10    3.35   -1.64    2.70    0.26   517.8   2.02
2017 248 11 15    3.21   -1.09    2.28   -1.61   525.9   2.06
2017 248 11 20    3.54    1.86    2.09   -1.86   542.4   2.13
2017 248 11 25    3.26   -0.87    2.50   -1.25   535.9   2.24
2017 248 11 30    3.23   -1.40    2.62   -1.10   518.8   2.13
2017 248 11 35    3.24   -0.97    2.95   -0.85   523.7   2.20
2017 248 11 40    3.18   -1.05    2.94   -0.29   522.4   2.14
2017 248 11 45    3.05   -1.08    2.80   -0.21   515.0   1.90
2017 248 11 50    2.88   -1.04    2.50    0.82   513.5   1.97
2017 248 11 55    3.03   -0.31    2.19    1.78   513.1   2.09
2017 248 12  0    3.52    3.31    0.02   -1.14   557.3   2.05
2017 248 12  5    3.56    3.20    1.05   -1.01   557.8   1.73
2017 248 12 10    3.54    2.86    2.04   -0.17   557.2   1.86
2017 248 12 15    3.43    2.06    2.33    1.01   550.8   1.90
2017 248 12 20    3.28    0.30    2.74    1.27   537.0   1.89
2017 248 12 25    3.37   -1.18    2.47    1.87   511.4   1.85
2017 248 12 30    3.33   -1.34    2.16    2.13   513.7   1.96
2017 248 12 35    3.30   -1.39    2.17    2.05   512.1   2.02
2017 248 12 40    3.32   -1.40    2.24    1.99   511.5   1.90
2017 248 12 45    3.36   -1.73    1.69    2.20   510.1   1.99
2017 248 12 50    3.23   -2.47    1.22    1.63   502.7   2.35
2017 248 12 55    3.27   -2.55    0.99    1.77   496.1   1.98
2017 248 13  0    3.20   -2.52    0.85    1.78   495.3   1.90
2017 248 13  5    3.26   -2.52    0.98    1.81   494.7   1.87
2017 248 13 10    3.30   -2.40    1.40    1.77   495.5   1.84
2017 248 13 15    3.37   -2.67    1.62    1.26   497.8   2.24
2017 248 13 20    3.30   -2.51    1.59    1.42   496.2   1.99
2017 248 13 25    3.31   -2.26    1.57    1.84   494.6   1.74
2017 248 13 30    3.31   -1.94    1.44    1.62   497.7   1.95
2017 248 13 35    3.33   -1.70    1.09    1.96   494.6   2.25
2017 248 13 40    3.31   -0.29    1.05    2.64   516.4   1.98
2017 248 13 45    3.40   -1.43    1.72    2.47   502.5   2.07
2017 248 13 50    3.46   -2.08    1.77    2.08   498.2   2.18
2017 248 13 55    3.48   -2.23    1.87    1.74   500.2   2.22
2017 248 14  0    3.58   -2.38    1.65    1.75   497.2   2.51
2017 248 14  5    3.65   -2.32    1.63    2.26   501.3   2.16
2017 248 14 10    3.63   -2.35    1.77    2.08   500.6   2.24
2017 248 14 15    3.56   -2.87    1.40    0.46   497.8   2.48
2017 248 14 20    3.43   -2.83    1.63   -1.01   496.9   2.72
2017 248 14 25    3.40   -2.64    1.79   -1.12   494.8   2.62
2017 248 14 30    3.34   -2.33    1.32    0.96   494.2   2.48
2017 248 14 35    3.32   -2.84    1.53    0.71   490.0   2.49
2017 248 14 40    3.32   -3.02    1.33   -0.08 99999.9 999.99
2017 248 14 45    3.26   -2.96    1.28   -0.35   494.0   2.84
2017 248 14 50    3.36   -2.97    1.31    0.57   491.7   2.88
2017 248 14 55    3.49   -2.96    1.57    0.91   490.3   2.73
2017 248 15  0    3.51   -2.98    1.73    0.42   492.1   2.76
2017 248 15  5    3.48   -2.93    1.69   -0.67   492.9   2.75
2017 248 15 10    3.55   -2.63    1.60    1.37   497.2   2.83
2017 248 15 15    3.51   -1.98    2.47    1.09   498.5   2.78
2017 248 15 20    3.44   -1.86    2.58    1.21   503.4   2.54
2017 248 15 25    3.52   -1.44    2.90    0.89   505.1   2.67
2017 248 15 30    3.33   -1.31    1.83    1.40   513.7   2.61
2017 248 15 35    3.27   -3.19    0.41   -0.34   496.9   3.18
2017 248 15 40    3.49   -3.29    0.30   -0.34   492.1   3.48
2017 248 15 45    3.49   -2.15    2.21    0.67   495.9   2.84
2017 248 15 50    3.59   -2.73    1.97   -0.16   494.6   2.75
2017 248 15 55    3.63   -2.92    0.96   -0.78   490.1   3.21
2017 248 16  0    3.63   -3.07   -0.45   -1.82   492.9   3.66
2017 248 16  5    3.63   -2.90   -0.63   -0.99   495.6   3.25
2017 248 16 10    3.56   -2.72   -0.82   -1.30   497.5   3.13
2017 248 16 15    3.62   -2.80   -0.16   -1.69   494.5   3.30
2017 248 16 20    3.56   -3.41   -0.74   -0.59   491.5   3.55
2017 248 16 25    3.54   -3.14   -0.83   -1.21   490.0   3.39
2017 248 16 30    3.47   -2.44   -1.91   -1.46   493.6   3.17
2017 248 16 35    3.51   -1.95   -2.16   -1.73   499.1   2.90
2017 248 16 40    3.50   -1.84    0.17   -1.73   497.3   3.04
2017 248 16 45    3.49   -2.38    1.81   -1.76   492.8   3.27
2017 248 16 50    3.32   -2.40    1.43   -1.63   497.8   3.47
2017 248 16 55    3.48   -2.62    0.89   -2.08   499.0   3.61
2017 248 17  0    3.64   -2.93    0.45   -2.06   485.6   2.45
2017 248 17  5    3.65   -2.84   -0.12   -2.19   487.4   2.58
2017 248 17 10    3.62   -2.81   -0.10   -2.04   489.8   3.35
2017 248 17 15    3.62   -2.79   -1.01   -1.81   489.7   2.75
2017 248 17 20    3.58   -2.64   -1.16   -1.85   498.9   3.48
2017 248 17 25    3.53   -2.74   -0.93   -1.64   492.6   2.96
2017 248 17 30    3.14   -2.30   -1.55   -1.30   506.5   4.59
2017 248 17 35    2.81   -2.39   -0.59   -1.33   506.2   5.15
2017 248 17 40    3.19   -2.63   -0.36   -1.77   503.9   4.55
2017 248 17 45    3.22   -2.59    0.22   -1.87   501.3   4.84
2017 248 17 50    3.64   -2.83    0.98   -2.04   495.2   4.43
2017 248 17 55    4.07   -3.10    1.11   -2.33   477.6   1.91
2017 248 18  0    4.11   -2.95    1.28   -2.51   483.1   2.03
2017 248 18  5    3.42   -2.73    1.45   -1.40   489.7   4.14
2017 248 18 10    3.74   -2.90    1.34   -1.86   486.5   3.12
2017 248 18 15    4.16   -3.09    1.80   -2.12   476.9   2.01
2017 248 18 20    4.07   -3.06    1.78   -1.99 99999.9 999.99
2017 248 18 25    4.14   -3.13    1.61   -2.18 99999.9 999.99
2017 248 18 30    4.17   -2.97    1.67   -2.39   479.0   2.06
2017 248 18 35    4.16   -2.92    2.00   -2.18 99999.9 999.99
2017 248 18 40    4.15   -3.09    1.82   -2.07   479.0   1.97
2017 248 18 45    4.12   -3.12    1.80   -2.00 99999.9 999.99
2017 248 18 50    4.11   -3.19    1.73   -1.92   475.0   2.02
